Timestamp,SessionId,UserName, AbsoluteUrl,Menu,Submenu
29/5/2024 8:23:51 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/EmailHelpdesk/frmEhpdDashboardTickets,DashBoard,Dashboard
29/5/2024 8:23:57 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/EmailHelpdesk/frmEhpdDashboardTickets/GetStaffName,DashBoard,Dashboard
29/5/2024 8:24:01 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveRequest,Leave Management,Leave Request
29/5/2024 8:24:03 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveRequest,Leave Management,Leave Request
29/5/2024 8:25:30 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveRequest,Leave Management,Leave Request
29/5/2024 8:25:46 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveRequest,Leave Management,Leave Request
29/5/2024 8:25:54 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveRequest,Leave Management,Leave Request
29/5/2024 8:26:56 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveRequest,Leave Management,Leave Request
29/5/2024 8:27:06 AM,giybl5znwxfxdkzbm2lhexen,Ulyssesjamila,https://portal.incorp.asia/myportal/Leave/FrmLeaveApprove,Leave Management,Leave Details
